razotajs,modelis,marka,gads,tilpums,dzinejs,nobraukums,cena,apraksts,bilde,saite
Audi,A4,Audi A4,1999,1.9,Dīzelis,253,2390,"Audi A4/b5 Avant, 1.9Tdi, 81Kw sūknis manuālisAuto piereģistrēts ar ",https://i.ss.lv/gallery/5/851/212561/42512018.th2.jpg,/msg/lv/transport/cars/audi/a4/abmlj.html
Bmw,X3,Bmw X3,2012,3.0,Dīzelis,196,14550,"Dzv Auto / X3 Latvijā nav ekspluatēts. Cenā nodokļi, reģistrācija CSDD",https://i.ss.lv/gallery/5/829/207136/41427155.th2.jpg,/msg/lv/transport/cars/bmw/x3/cbxcxd.html
Audi,80,Audi 80,1994,2.0,Benzīns,344,850,"Dzv Auto / Audi 80, Bezmaksas pārrakstīsim uz Jūsu vārda. Dāvanā Octa ",https://i.ss.lv/gallery/5/848/211840/42367882.th2.jpg,/msg/lv/transport/cars/audi/80/fjklb.html
Audi,A6,Audi A6,2005,3.2,Benzīns,231,3950,"Dzv Auto / A6 Quattro, Bezmaksas pārrakstīsim uz Jūsu vārda. Dāvanā Oc",https://i.ss.lv/gallery/5/816/203798/40759600.th2.jpg,/msg/lv/transport/cars/audi/a6/bpmlc.html
Bmw,525,Bmw 525,2001,2.5,Dīzelis,288,2550,Dzv Auto / 525 bezmaksas pārrakstīsim uz Jūsu vārda. Dāvanā Octa apdro,https://i.ss.lv/gallery/5/831/207663/41532575.th2.jpg,/msg/lv/transport/cars/bmw/525/bdinc.html
Ford,C-Max,Ford C-Max,2011,1.6,Dīzelis,198,3700,"Pārdod Ford C-MaxPilna klimata kontrole, apsildāms priekšējais stikl",https://i.ss.lv/gallery/5/851/212558/42511401.th2.jpg,/msg/lv/transport/cars/ford/focusc-max/blcxlj.html
Bmw,118,Bmw 118,2009,2.0,Dīzelis,112,8480,Stilīgs un ērts vasaras auto. BMW 118D ar ekonomisko un jaudīgo 2.0 dīze,https://i.ss.lv/gallery/5/810/202397/40479275.th2.jpg,/msg/lv/transport/cars/bmw/118/cxpxhf.html
Mercedes,C220,Mercedes C220,2011,2.2,Dīzelis,249,8750,"Dzv Auto / C220 Avangarde Latvijā nav ekspluatēts. Cenā nodokļi, reģis",https://i.ss.lv/gallery/5/851/212526/42505165.th2.jpg,/msg/lv/transport/cars/mercedes/c220/bnnhg.html
Bmw,520,Bmw 520,2008,2.0,Dīzelis,235,4950,"Tikko no Vācijas , pa Latviju ļoti maz un prātīgi braucis. Tikko izieta ",https://i.ss.lv/gallery/5/851/212560/42511960.th2.jpg,/msg/lv/transport/cars/bmw/520/gbhnd.html
Mercedes,C300,Mercedes C300,2011,3.0,Dīzelis,213,9680,Mercedes-Benz C300 cdi (170kw) 4Matic Avantgarde komplektācija facelift ,https://i.ss.lv/gallery/5/851/212532/42506318.th2.jpg,/msg/lv/transport/cars/mercedes/c300/cxipfk.html
Volkswagen,Golf 6,Volkswagen Golf 6,2012,1.6,Dīzelis,260,5300,"Privātpersona pārdod Latvijā iegādātu auto. Dzinējs 1.6Tdi, jāudīgākā no",https://i.ss.lv/gallery/5/851/212560/42511968.th2.jpg,/msg/lv/transport/cars/volkswagen/golf-6/bexbih.html
Toyota,Yaris,Toyota Yaris,2014,1.0,Benzīns,237,5970,Cena ar Pvn. Ļoti ekonomisks un dinamisks auto ar benzīna dzinēju. Deg,https://i.ss.lv/gallery/5/843/210592/42118399.th2.jpg,/msg/lv/transport/cars/toyota/yaris/gjnni.html
Ford,C-Max,Ford C-Max,2005,1.8,Benzīns,269,1450,Auto ļoti labā stāvoklī,https://i.ss.lv/gallery/5/851/212560/42511944.th2.jpg,/msg/lv/transport/cars/ford/focusc-max/bhmkpb.html
Audi,A6,Audi A6,2010,3.0,Dīzelis,247,8490,Audi A6 3.0Tdi Facelift. Auto perfekta stavokli. Dzivs Auto. Salons nav ,https://i.ss.lv/gallery/5/850/212467/42493239.th2.jpg,/msg/lv/transport/cars/audi/a6/clgmp.html
Bmw,X5,Bmw X5,2014,3.0,Dīzelis,142,39900,BMW X5 M50d M Performance Carbon 280kw 2014Very well equipped Suv wi,https://i.ss.lv/gallery/5/851/212560/42511898.th2.jpg,/msg/lv/transport/cars/bmw/x5/ghpmm.html
Peugeot,307,Peugeot 307,2004,2.0,Dīzelis,274,2225,"Sakarā ar jaunāka modeļa iegādi, tiek pārdot iepriekšējais auto, ideālā ",https://i.ss.lv/gallery/5/849/212216/42443087.th2.jpg,/msg/lv/transport/cars/peugeot/307/eokof.html
Renault,Scenic,Renault Scenic,2011,1.5,Dīzelis,230,2850,"Renault Scenic no labām rokām, regulāras apkopes, nomainīta zobsiksna, n",https://i.ss.lv/gallery/4/664/165865/33172973.th2.jpg,/msg/lv/transport/cars/renault/scenic/bpfkc.html
Renault,Megane,Renault Megane,2006,1.6,Benzīns,247,1200,"Sakarā ar jauna auto iegādi, pārdodu Renault Megane, 2006. gada, automāt",https://i.ss.lv/gallery/5/849/212115/42422802.th2.jpg,/msg/lv/transport/cars/renault/megane/jixej.html
Porsche,Cayenne,Porsche Cayenne,2015,3.6,Benzīns,172,33500,Porsche Cayenne S Facelift Pasm 3.6 309kw 2015This luxury Suv is in ,https://i.ss.lv/gallery/5/851/212559/42511776.th2.jpg,/msg/lv/transport/cars/porsche/cayenne/bdlgfp.html
Mercedes,R350,Mercedes R350,2011,3.0,Dīzelis,250,10600,Pārdodam automašīnu Mercedes Benz R350.Pirms auto iegādes ir iespēja,https://i.ss.lv/gallery/5/847/211687/42337302.th2.jpg,/msg/lv/transport/cars/mercedes/r350/jpfhe.html
Land Rover,Range Rover Evoque,Land Rover Range Rover Evoque,2017,2.0,Dīzelis,71,24500,"Iegādāts pie dīlera Latvijā, viens saimnieks. Ziemas riepas komplektā.",https://i.ss.lv/gallery/5/820/204764/40952698.th2.jpg,/msg/lv/transport/cars/land-rover/range-rover-evoque/bpdpcx.html
Toyota,Avensis,Toyota Avensis,2005,2.2,Dīzelis,240,2500,"2.2 d4d, 110kw. Не Dcat. Машина в хорошем состоянии, свежий T. O. Новый ",https://i.ss.lv/gallery/5/851/212556/42511077.th2.jpg,/msg/lv/transport/cars/toyota/avensis/bdpxnp.html
Volvo,S40,Volvo S40,2006,1.8,Benzīns,248,3000,"Kredits visiem. Jūsu auto var būt kā pirmā iemaksa. Benzīns, mehānika. Ļ",https://i.ss.lv/gallery/5/851/212560/42511819.th2.jpg,/msg/lv/transport/cars/volvo/s40/amldm.html
Audi,A6,Audi A6,2005,2.7,Dīzelis,260,4000,"Pardod Audi A6, labs auto ieguldujumus neprasa, pardod jo nav vajadzibas",https://i.ss.lv/gallery/5/847/211604/42320772.th2.jpg,/msg/lv/transport/cars/audi/a6/flnhc.html
Land Rover,Discovery,Land Rover Discovery,2007,2.7,Dīzelis,337,5500,Pēdējā cena. Discovery 3 Hse . pārsvarā braukts pa pilsētuvisas apko,https://i.ss.lv/gallery/5/842/210355/42070855.th2.jpg,/msg/lv/transport/cars/land-rover/discovery/ghpfx.html
Audi,A4,Audi A4,2018,1.4,Benzīns,190,17800,1.4Tfsi 150Zs Autom Led/xenon Navi-Mmi Sport-Alcantara-Āda Sēdekļu-apsil,https://i.ss.lv/gallery/5/851/212556/42511114.th2.jpg,/msg/lv/transport/cars/audi/a4/bpldl.html
Peugeot,5008,Peugeot 5008,2011,1.6,Dīzelis,208,5250,"No Francijas, 1.6Hdi 82kw. Jauna TA. Auto teicama tehniska un vizuala st",https://i.ss.lv/gallery/5/848/211754/42350627.th2.jpg,/msg/lv/transport/cars/peugeot/5008/bbmofi.html
Opel,Astra,Opel Astra,2018,1.6,Dīzelis,131,9900,Business-Executive 1.6Cdti 110Zs Navi Led Sēdekļu/stūres-Apsild e Kruīzs,https://i.ss.lv/gallery/5/833/208247/41649241.th2.jpg,/msg/lv/transport/cars/opel/astra/ghbfx.html
Volvo,V50,Volvo V50,2010,2.0,Dīzelis,260,5200,"Kopts, nenobraukts Volvo V50 2.0D 100kw manuāls ar 6 ātrumiem tikko no V",https://i.ss.lv/gallery/5/851/212559/42511698.th2.jpg,/msg/lv/transport/cars/volvo/v50/bjpldl.html
Smart,ForFour,Smart ForFour,2006,1.3,Benzīns,217,1000,2006. gada Smart Forfour ar vizuāliem bojājumiem pēc automašīnu saskrieš,https://i.ss.lv/gallery/5/851/212559/42511675.th2.jpg,/msg/lv/transport/cars/smart/forfour/beilli.html
Fiat,Punto,Fiat Punto,1999,1.9,Dīzelis,245,650,"Fiat Punto ar 1.9 DAuto labā tehniskā stāvoklī, ļoti akanomisks. Vienk",https://i.ss.lv/gallery/5/851/212559/42511636.th2.jpg,/msg/lv/transport/cars/fiat/punto/jpmje.html
Mercedes,E270,Mercedes E270,2003,2.7,Dīzelis,310,3100,"Ekonomisks, ~7l vidējais patēriņš. Ietilpīgs un praktisks auto.",https://i.ss.lv/gallery/5/844/210817/42163212.th2.jpg,/msg/lv/transport/cars/mercedes/e270/epfhc.html
Honda,Accord,Honda Accord,1998,3.0,Benzīns,355,1500,"Продаю Honda Accord 1998 г. 3.0 - бензин -газ, в хорошем техн. состоянии",https://i.ss.lv/gallery/5/842/210321/42064128.th2.jpg,/msg/lv/transport/cars/honda/accord/bibpb.html
Opel,Meriva,Opel Meriva,2004,1.7,Dīzelis,317,1570,"Pārdodu Opel Meriva, 1.7 dīzelis. Svaiga TA , Līdz 10.2022.Ļoti labs",https://i.ss.lv/gallery/5/851/212558/42511590.th2.jpg,/msg/lv/transport/cars/opel/meriva/bexnnc.html
Subaru,Legacy,Subaru Legacy,2005,2.0,Benzīns,323,1300,"Daudz kas sadarīts bet ir lietas kas kā ikdienas auto būtu jāizdara, man",https://i.ss.lv/gallery/4/789/197245/39448887.th2.jpg,/msg/lv/transport/cars/subaru/legacy/aennn.html
Skoda,Rapid,Skoda Rapid,2015,1.6,Dīzelis,64,9200,Jauns auto iegādāts Latvijā 2016.g. janvārī. Viens īpašnieksVisas ap,https://i.ss.lv/gallery/5/851/212558/42511479.th2.jpg,/msg/lv/transport/cars/skoda/rapid/bomoxe.html
Bmw,X5,Bmw X5,2016,2.5,Dīzelis,214,26200,"BMW X5 2.5 dīzelis, visas apkopes dīlera servisā. Bez defektiem. Latvijā",https://i.ss.lv/gallery/5/851/212558/42511482.th2.jpg,/msg/lv/transport/cars/bmw/x5/blcell.html
Mercedes,A170,Mercedes A170,2000,1.6,Dīzelis,250,950,Продаю мерседес А170. Вопросы по тел.,https://i.ss.lv/gallery/5/841/210032/42006336.th2.jpg,/msg/lv/transport/cars/mercedes/a170/gdgok.html
Volkswagen,Polo,Volkswagen Polo,2004,1.2,Benzīns,188,2250,"Auto tikko no Vācijas, šodien veikta reģistrācija un tehniskā apskate be",https://i.ss.lv/gallery/5/851/212558/42511459.th2.jpg,/msg/lv/transport/cars/volkswagen/polo/eimpo.html
Bmw,X5,Bmw X5,2004,3.0,Dīzelis,400,7500,"Pārdošanā nonāk lielisks BMW, auto visu laiku tiek uzturēts perfektā kār",https://i.ss.lv/gallery/5/842/210376/42075017.th2.jpg,/msg/lv/transport/cars/bmw/x5/blxhmj.html
Opel,Corsa,Opel Corsa,2010,1.3,Dīzelis,255,2690,"Ekonomiska, kopta a/m. Viss darbojas nevainojami, arī kondicionieris. Pi",https://i.ss.lv/gallery/5/828/206872/41374232.th2.jpg,/msg/lv/transport/cars/opel/corsa/bjlpd.html
Bmw,525,Bmw 525,2006,2.5,Dīzelis,274,4450,"Tiko no Vācijas, Ta izgāja ar pirmo reizi. Motors un ātrumkārba strādā p",https://i.ss.lv/gallery/5/837/209231/41846154.th2.jpg,/msg/lv/transport/cars/bmw/525/cjgce.html
Honda,Civic,Honda Civic,1997,1.6,Benzīns,333,2850,Nu ir laiks atvadīties no sava pirmā drauga . Mašīna ir vienmēr lolo,https://i.ss.lv/gallery/5/851/212558/42511413.th2.jpg,/msg/lv/transport/cars/honda/civic/aopxb.html
Toyota,RAV 4,Toyota RAV 4,2016,2.5,Hibrīds,52,23990,"Wess Mārupē: Rav4 Luxury, 2.5 hibrīds A/t, priekšpiedziņa, 2016.G. Aut",https://i.ss.lv/gallery/5/851/212555/42510954.th2.jpg,/msg/lv/transport/cars/toyota/rav-4/bkclnj.html
Volvo,S90,Volvo S90,2016,2.0,Benzīns,112,26900,"Volvo S90 T5 Momentum A/t. 2016. gada. 2.0l benzīns, 187 Kw (254 Hp). Ga",https://i.ss.lv/gallery/5/851/212557/42511384.th2.jpg,/msg/lv/transport/cars/volvo/s90/boogei.html
Volvo,V40,Volvo V40,2013,1.6,Dīzelis,168,10700,Volvo V40 Cross country Summum komplektācija Komfortabls un ekonomis,https://i.ss.lv/gallery/5/818/204441/40888076.th2.jpg,/msg/lv/transport/cars/volvo/v40/bxikoo.html
Seat,Leon,Seat Leon,2009,1.9,Dīzelis,297,2800,"Seat Leon 1.9 tdi, 2008. gada. Ievests no Dk. Reģistrēts, ar jaunu s",https://i.ss.lv/gallery/5/851/212557/42511365.th2.jpg,/msg/lv/transport/cars/seat/leon/cjflj.html
Volkswagen,Touran,Volkswagen Touran,2007,2.0,Dīzelis,391,4200,Pārdodam automašīnu VW Touran. Pirms auto iegādes ir iespēja veikt p,https://i.ss.lv/gallery/5/848/211780/42355886.th2.jpg,/msg/lv/transport/cars/volkswagen/touran/bkhjpo.html
Mercedes,E250,Mercedes E250,1995,2.5,Dīzelis,238,2345,Автомобилем владею с 2018 года. Двигатель в отличном состоянии масло и,https://i.ss.lv/gallery/5/851/212557/42511344.th2.jpg,/msg/lv/transport/cars/mercedes/e250/annmn.html
Bmw,318,Bmw 318,2007,2.0,Benzīns,234,4350,Pārdodam automašīnu BMW 318i. Pirms auto iegādes ir iespēja veikt pi,https://i.ss.lv/gallery/5/847/211684/42336754.th2.jpg,/msg/lv/transport/cars/bmw/318/anbnl.html
Volkswagen,Transporter,Volkswagen Transporter,2017,2.0,Dīzelis,143,12900,Jauna T. A un Reģistrācija uz jauno īpašnieku ir iekļauta cenā. VW Trans,https://i.ss.lv/gallery/5/821/205179/41035648.th2.jpg,/msg/lv/transport/cars/volkswagen/transporter/djxeb.html
Volkswagen,Polo,Volkswagen Polo,2018,1.6,Dīzelis,112,8500,1.6 Tdi 2018. gads. VW Polo 1.6 Tdi Dīzelis Manuāla. Auto jauns iegādāts,https://i.ss.lv/gallery/4/683/170583/34116409.th2.jpg,/msg/lv/transport/cars/volkswagen/polo/fedpk.html
Toyota,Avensis,Toyota Avensis,2009,2.0,Dīzelis,256,5250,"Toyota Avensis 2.0 дизель D-4D, 93kw, (без сажевого фильтра). Пригнана",https://i.ss.lv/gallery/5/851/212557/42511211.th2.jpg,/msg/lv/transport/cars/toyota/avensis/bdjpio.html
Honda,Accord,Honda Accord,2009,2.2,Dīzelis,287,5300,Pārdodam automašīnu Honda Accord. Pirms auto iegādes ir iespēja veik,https://i.ss.lv/gallery/5/847/211682/42336396.th2.jpg,/msg/lv/transport/cars/honda/accord/alolj.html
Opel,Corsa,Opel Corsa,1996,1.4,Benzīns,178,270,"Pārdod Opel Corsa, šodien beidzas apskate. Lai izietu jāmetina grīda un ",https://i.ss.lv/gallery/5/851/212557/42511236.th2.jpg,/msg/lv/transport/cars/opel/corsa/eleef.html
Volvo,S60,Volvo S60,2006,2.4,Dīzelis,302,2900,Pārdodam automašīnu Volvo S60 D5Pirms auto iegādes ir iespēja veikt ,https://i.ss.lv/gallery/5/847/211685/42336811.th2.jpg,/msg/lv/transport/cars/volvo/s60/ghlki.html
Volvo,XC 70,Volvo XC 70,2006,2.4,Dīzelis,370,2000,"150kw , Polestar. No plusiem motors pilnībā pārlasīts. Samainītas siksna",https://i.ss.lv/gallery/5/849/212070/42413871.th2.jpg,/msg/lv/transport/cars/volvo/xc70/fxppd.html
Volvo,V40,Volvo V40,2015,1.6,Dīzelis,164,11500,"1.6 D2 84 kW / 113 ZS, nobraukums 164 000 km 100% oriģināls (pārbaudīts ",https://i.ss.lv/gallery/5/851/212556/42511194.th2.jpg,/msg/lv/transport/cars/volvo/v40/cdkdx.html
Audi,A6,Audi A6,2016,3.0,Dīzelis,221,20700,"Pārdodu 2016.gada Audi A6, 3.0tdi quattro. Vieglmetāla R19 diski, alca",https://i.ss.lv/gallery/5/851/212556/42511178.th2.jpg,/msg/lv/transport/cars/audi/a6/hcgkb.html
Audi,A4,Audi A4,1999,2.5,Dīzelis,300,1600,Labs auto. maina uz busu. jauna skate.,https://i.ss.lv/gallery/5/842/210325/42064911.th2.jpg,/msg/lv/transport/cars/audi/a4/agxfj.html
Jeep,Grand Cherokee,Jeep Grand Cherokee,2006,3.0,Dīzelis,249,5250,Jeep 4×4 Автомат. Оригинальный пробег 248600км. Limited комлектация.,https://i.ss.lv/gallery/5/850/212489/42497669.th2.jpg,/msg/lv/transport/cars/jeep/grand-cherokee/blxed.html
Volvo,V70,Volvo V70,2006,2.4,Dīzelis,290,3650,Volvo V70 D5 / Facelift / Summum / Xenons / Exclusive Leather / Magic Bl,https://i.ss.lv/gallery/5/851/212551/42510104.th2.jpg,/msg/lv/transport/cars/volvo/v70/bceccc.html
Opel,Vivaro,Opel Vivaro,2003,2.5,Dīzelis,327,5990,"Opel Vivaro 2.5 dīzelis, 99 kW, manuāla ātrumkārba. Auto labā tehnis",https://i.ss.lv/gallery/5/851/212550/42509915.th2.jpg,/msg/lv/transport/cars/opel/vivaro/bepepb.html
Volkswagen,Passat (B5),Volkswagen Passat (B5),2004,1.9,Dīzelis,359,1600,Labā tehniskajā stāvoklī. Ir vizuāli defekti.,https://i.ss.lv/gallery/5/851/212556/42511022.th2.jpg,/msg/lv/transport/cars/volkswagen/passat-b5/bbhxlo.html
Nissan,Almera Tino,Nissan Almera Tino,2009,2.2,Dīzelis,269,1000,Pārdodu ejošu auto.,https://i.ss.lv/gallery/5/833/208242/41648310.th2.jpg,/msg/lv/transport/cars/nissan/almeratino/adnme.html
Bmw,318,Bmw 318,2017,2.0,Dīzelis,97,23900,"BMW 318 Gran Turismo, 110 kW, Luxury Line/ Panorama Glass Roof/ Pdc/ Com",https://i.ss.lv/gallery/5/851/212555/42510871.th2.jpg,/msg/lv/transport/cars/bmw/318/dfejo.html
Ford,Scorpio,Ford Scorpio,1986,2.0,Benzīns,108,500,За более подробной информацией - звоните/пишите. Par sīkāku informācij,https://i.ss.lv/gallery/5/839/209706/41941119.th2.jpg,/msg/lv/transport/cars/ford/scorpio/aligd.html
Citroen,C4 Picasso,Citroen C4 Picasso,2014,1.6,Dīzelis,186,8990,Līzings. Maiņa. 7 vietas. Pilna komplektācija. No Francijas Citroen Gran,https://i.ss.lv/gallery/5/851/212555/42510916.th2.jpg,/msg/lv/transport/cars/citroen/c4picasso/bmmcbp.html
Saab,9000,Saab 9000,1997,2.3,Benzīns,317,500,Tehniskā skate līdz šī gada decembrim. Oriģināls Zviedru ražotais Saab (,https://i.ss.lv/gallery/5/851/212554/42510780.th2.jpg,/msg/lv/transport/cars/saab/9000/chebd.html
Ford,Galaxy,Ford Galaxy,2000,1.9,Dīzelis,333,980,Pārdodu Ford galaxy 1.9tdi 2000gads 7 vietas 5 manuāli 66kw pumpa dūza m,https://i.ss.lv/gallery/5/851/212554/42510792.th2.jpg,/msg/lv/transport/cars/ford/galaxy/bdnpn.html
Bmw,320,Bmw 320,2004,2.0,Dīzelis,353,2750,"Auto no Vācijas, orģināls nobraukums, motors un ātrumkārba strādā perfek",https://i.ss.lv/gallery/5/851/212551/42510190.th2.jpg,/msg/lv/transport/cars/bmw/320/biicd.html
Toyota,Auris,Toyota Auris,2011,1.8,Hibrīds,172,6950,Pardodu Toyota Auris 1.8 Hibrīd .Automašīna atvestā Tikkko. Pilna servis,https://i.ss.lv/gallery/5/849/212008/42401473.th2.jpg,/msg/lv/transport/cars/toyota/auris/hgkcd.html
Audi,Q5,Audi Q5,2011,3.0,Dīzelis,225,12300,Pardodu Audi Q5 3.0 Tdi S-line .Automašīna atvestā Tīko. Pilna servisa a,https://i.ss.lv/gallery/5/850/212383/42476532.th2.jpg,/msg/lv/transport/cars/audi/q5/bjoohi.html
Volkswagen,Multivan,Volkswagen Multivan,2006,2.5,Dīzelis,296,6850,"2.5 tdi 96kw manula karba , Webasto, āķis , klimata kontrole , sēdekļu a",https://i.ss.lv/gallery/5/833/208135/41626865.th2.jpg,/msg/lv/transport/cars/volkswagen/multivan/edlpd.html
Land Rover,Range Rover,Land Rover Range Rover,1998,2.5,Dīzelis,302,3999,"Džips no Vācijas, nerūsējis, motors, ātrumkārba perfekti darbojās. Apska",https://i.ss.lv/gallery/5/851/212554/42510680.th2.jpg,/msg/lv/transport/cars/land-rover/range-rover/mgddk.html
Volvo,S60,Volvo S60,2002,2.4,Dīzelis,291,2100,"Pārdodu Volvo S60 2.4 D 96Kw. Tiko veikta apkope, zobsiksna komplekts,",https://i.ss.lv/gallery/5/851/212517/42503205.th2.jpg,/msg/lv/transport/cars/volvo/s60/bccolk.html
Mercedes,C220,Mercedes C220,2010,2.2,Dīzelis,179,6290,MB C220 Cdi. 125Kw. Teicamā stavokļī. Latvijā nav eksp. Diski R16. Iespē,https://i.ss.lv/gallery/5/851/212554/42510731.th2.jpg,/msg/lv/transport/cars/mercedes/c220/gpodx.html
Volkswagen,Touareg,Volkswagen Touareg,2007,3.0,Dīzelis,222,8400,"Продаю VW Touareg 3.0 tdi (239 л. с. ) выпуска декабрь 2007 года, фейсли",https://i.ss.lv/gallery/5/847/211740/42347853.th2.jpg,/msg/lv/transport/cars/volkswagen/touareg/bejinf.html
Bmw,525,Bmw 525,2001,2.5,Dīzelis,43,2250,"Pārdodu BMW 525 labā stāvoklī motors ideāls , to var redzēt csdd , melns",https://i.ss.lv/gallery/5/851/212554/42510660.th2.jpg,/msg/lv/transport/cars/bmw/525/epmmp.html
Ford,Mondeo,Ford Mondeo,2008,2.0,Dīzelis,270,1890,"Ford Mondeo, 2.0Tdi, apsildāmi priekšējie sēdekļi, elektriski regulējami",https://i.ss.lv/gallery/5/851/212554/42510674.th2.jpg,/msg/lv/transport/cars/ford/mondeo/gkkbf.html
Volkswagen,Passat CC,Volkswagen Passat CC,2013,2.0,Benzīns,117,13999,"Pardodās VW passat cc. Stāvoklis izcils, apkopes tikai pie dilera - pi",https://i.ss.lv/gallery/5/851/212554/42510638.th2.jpg,/msg/lv/transport/cars/volkswagen/passat-cc/nbmcx.html
Audi,A4,Audi A4,2005,3.0,Dīzelis,316,3650,"Audi a4 3.0tdi quattroPilnīgi jauna tehniskā apskate. 150kw, automāts.",https://i.ss.lv/gallery/5/851/212553/42510471.th2.jpg,/msg/lv/transport/cars/audi/a4/gcekh.html
Jeep,Cherokee,Jeep Cherokee,2002,2.7,Dīzelis,290,2900,"Pārdodu Grand cherokee, oriģināls nobraukums, tehniski ļoti labā stāvokl",https://i.ss.lv/gallery/5/851/212553/42510502.th2.jpg,/msg/lv/transport/cars/jeep/cherokee/fhdxd.html
Toyota,RAV 4,Toyota RAV 4,2007,2.0,Benzīns,157,6800,"Auto iegādāts un ekspluatēts Latvijā;2. īpašnieki, salonā nav smēķēts;",https://i.ss.lv/gallery/5/851/212553/42510454.th2.jpg,/msg/lv/transport/cars/toyota/rav-4/bjffxc.html
Skoda,Roomster,Skoda Roomster,2008,1.9,Dīzelis,275,1750,"Sveiki pārdodu savu Škodu Roomster, jiegadajos jaunu Mašīnu šo vēlos pār",https://i.ss.lv/gallery/5/848/211846/42369040.th2.jpg,/msg/lv/transport/cars/skoda/roomster/dmjxj.html
Nissan,Pathfinder,Nissan Pathfinder,2005,2.5,Dīzelis,336,4850,Pārdod nissan pathfinder. 2000km iepriekš mainīta eļļa un filtri. Ma,https://i.ss.lv/gallery/5/851/212553/42510447.th2.jpg,/msg/lv/transport/cars/nissan/pathfinder/cglem.html
Mercedes,E350,Mercedes E350,2010,3.0,Dīzelis,227,8300,"Pārdodu labu E350 Cdi 4 Matic, 3.0 dīzelis. Pie reģistrēta un izieta teh",https://i.ss.lv/gallery/5/843/210632/42126342.th2.jpg,/msg/lv/transport/cars/mercedes/e350/nmjxn.html
Audi,A8,Audi A8,2006,3.0,Dīzelis,249,6800,"Pārdodu labu Audi A8 S-line 3.0 dīzelis. Mašīna tikai atbraucis , ar p",https://i.ss.lv/gallery/5/846/211377/42275305.th2.jpg,/msg/lv/transport/cars/audi/a8/abiep.html
Audi,A7,Audi A7,2011,3.0,Dīzelis,216,16900,"Audi A7 Tdi Quattro. 2011. gada. 3.0l dīzelis, 180 Kw (245 Hp).  - N",https://i.ss.lv/gallery/5/814/203450/40689962.th2.jpg,/msg/lv/transport/cars/audi/a7/blnhex.html
Audi,Q7,Audi Q7,2006,3.0,Dīzelis,276,8880,Audi Q7.7 Мест. Пневмо подвеска. Машина вовремя обслуживалась. 3.0D. 1,https://i.ss.lv/gallery/5/851/212552/42510348.th2.jpg,/msg/lv/transport/cars/audi/q7/cxbge.html
Mercedes,E350,Mercedes E350,2017,3.0,Dīzelis,86,28500,"Mercedes-Benz E350d Amg Design. 2017. gada. 3.0l dīzelis, 190 Kw (258 Hp",https://i.ss.lv/gallery/5/842/210327/42065291.th2.jpg,/msg/lv/transport/cars/mercedes/e350/blnbjk.html
Citroen,Berlingo,Citroen Berlingo,2018,1.6,Dīzelis,88,8800,Uzņēmums pārdod vieglo pasažieru automašīnu Citroen Berlingo ideālā tehn,https://i.ss.lv/gallery/5/838/209445/41888931.th2.jpg,/msg/lv/transport/cars/citroen/berlingo/acfol.html
Bmw,530,Bmw 530,2002,3.0,Dīzelis,339,3200,Pārdodu BMW 530D e39 142kw 2002. gada ar tikko izietu skati un nomaksatu,https://i.ss.lv/gallery/5/845/211246/42249126.th2.jpg,/msg/lv/transport/cars/bmw/530/fgnnb.html
